"description","Overall Mean","Overall SE","Tumor Mean","Tumor Var","Tumor SE","Tumor Ng","Non-Tumor Mean","Non-Tumor Var","Non-Tumor SE","Non-Tumor Ng","SEpooled","t","df","p.x","fdr_p.x","Est","SE","p.y","fdr_p.y"
"ABC.PA.P; polar amino acid transport system permease protein",0.321796054757266,0.00976692060540684,0.33691268192897,0.0116908352715057,0.0134111522315203,65,0.311230670174892,0.0173137407983912,0.013644385508211,93,0.01913186504431,1.34236843583194,151.869085582138,0.181479751229421,0.328897988472925,-0.12471910315237,0.190855010469578,0.51441170126323,0.566148127057861
"ABC.PA.S; polar amino acid transport system substrate-binding protein",0.321796054757266,0.00976692060540684,0.33691268192897,0.0116908352715057,0.0134111522315203,65,0.311230670174892,0.0173137407983912,0.013644385508211,93,0.01913186504431,1.34236843583194,151.869085582138,0.181479751229421,0.328897988472925,-0.12471910315237,0.190855010469578,0.51441170126323,0.566148127057861
"K07729; putative transcriptional regulator",0.304330018121847,0.00899802751550294,0.311595238735423,0.00951025187919233,0.0120959318521638,65,0.299252175757519,0.0151513083285179,0.0127639059012135,93,0.0175849043564991,0.701912431689843,153.490582937534,0.483796754057084,0.599114162174904,-0.127742138392542,0.192975464096964,0.508973184385882,0.566148127057861
"ecfT; energy-coupling factor transport system permease protein",0.278340432612309,0.00800716557944386,0.290097081932009,0.00773182093208247,0.0109064701559582,65,0.270123419646926,0.0117427087667427,0.0112368005083253,93,0.0156593989963443,1.27550631347637,152.471338614575,0.204070004974947,0.328897988472925,-0.125361183092756,0.190542321069926,0.51156063974856,0.566148127057861
"gpmB; probable phosphoglycerate mutase [EC:5.4.2.12]",0.260830629408047,0.00877186146866398,0.264734132895511,0.00917645726482928,0.0118817618900885,65,0.2581023742824,0.0143449508396365,0.0124196128450889,93,0.0171878750529161,0.385839354352646,153.106328684451,0.700151240496124,0.833845695890611,-0.128922045195587,0.19615509248145,0.511991617705808,0.566148127057861
"E5.3.1.26, lacA, lacB; galactose-6-phosphate isomerase [EC:5.3.1.26]",0.243617828785061,0.00778425352588163,0.255940203531822,0.00752604163933737,0.0107603557557269,65,0.235005416327647,0.0109203831188352,0.0108362112565268,93,0.0152711731830231,1.3708696085935,151.348543485747,0.172445086363001,0.328897988472925,-0.124312555298866,0.191254387235014,0.516657676267136,0.566148127057861
"lacI, galR; LacI family transcriptional regulator",0.234884810467351,0.0065169509619152,0.243281481935048,0.00502348102952175,0.00879115029624132,65,0.229016169118961,0.00787215630011187,0.00920037183687088,93,0.0127252176982475,1.12102701536114,153.157501119396,0.264031005013416,0.328897988472925,-0.126244686588141,0.190717463734358,0.508982383048127,0.566148127057861
"argR, ahrC; transcriptional regulator of arginine metabolism",0.234797277329667,0.00651440592629335,0.243190470249147,0.00501868721501066,0.00878695467944529,65,0.228931067224654,0.00786661886644369,0.00919713540398202,93,0.0127199792522553,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.190777628005471,0.509326644754453,0.566148127057861
"PTS-Man-EIIB, manX; PTS system, mannose-specific IIB component [EC:2.7.1.191]",0.234797277329667,0.00651440592629335,0.243190470249147,0.00501868721501066,0.00878695467944529,65,0.228931067224654,0.00786661886644369,0.00919713540398202,93,0.0127199792522553,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.190777628005471,0.509326644754453,0.566148127057861
"PTS-Man-EIIC, manY; PTS system, mannose-specific IIC component",0.234797277329667,0.00651440592629335,0.243190470249147,0.00501868721501066,0.00878695467944529,65,0.228931067224654,0.00786661886644369,0.00919713540398202,93,0.0127199792522553,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.190777628005471,0.509326644754453,0.566148127057861
"rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]",0.234797277329667,0.00651440592629335,0.243190470249147,0.00501868721501066,0.00878695467944529,65,0.228931067224654,0.00786661886644369,0.00919713540398202,93,0.0127199792522553,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.190777628005471,0.509326644754453,0.566148127057861
"agrA, blpR, fsrA; two-component system, LytTR family, response regulator AgrA",0.208763925251287,0.00805516393713635,0.221646807602783,0.00828382210450806,0.0112890839749039,65,0.199759760166908,0.0115332747906148,0.0111361441902467,93,0.0158573996739187,1.38024189879465,150.210956032216,0.16956284318619,0.328897988472925,-0.122818738115213,0.194035853484928,0.527680466415761,0.566148127057861
"ABCC-BAC; ATP-binding cassette, subfamily C, bacterial",0.200118440071261,0.00590984810828274,0.20907909769191,0.00425281286534655,0.00808875084522331,65,0.193855614852528,0.00636233785814014,0.00827116890371397,93,0.0115689293052497,1.3158938426976,152.116320076769,0.190189316688855,0.328897988472925,-0.125078267909598,0.190602354437699,0.512645327345538,0.566148127057861
"ecfA2; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]",0.200118440071261,0.00590984810828274,0.20907909769191,0.00425281286534655,0.00808875084522331,65,0.193855614852528,0.00636233785814014,0.00827116890371397,93,0.0115689293052497,1.3158938426976,152.116320076769,0.190189316688855,0.328897988472925,-0.125078267909598,0.190602354437699,0.512645327345538,0.566148127057861
"ABC.PE.S; peptide/nickel transport system substrate-binding protein",0.200030906933578,0.00590833632574916,0.20898808600601,0.00424552385263888,0.0080818161064862,65,0.193770512958222,0.00636266593089226,0.00827138215159754,93,0.0115642342710975,1.31591705002217,152.158759896832,0.190180993993437,0.328897988472925,-0.125004266165535,0.190676640932334,0.513058452229998,0.566148127057861
"pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]",0.200030906933578,0.00590833632574916,0.20898808600601,0.00424552385263888,0.0080818161064862,65,0.193770512958222,0.00636266593089226,0.00827138215159754,93,0.0115642342710975,1.31591705002217,152.158759896832,0.190180993993437,0.328897988472925,-0.125004266165535,0.190676640932334,0.513058452229998,0.566148127057861
"ABC.FEV.P; iron complex transport system permease protein",0.199987140364736,0.00590782703158871,0.208942580163059,0.00424228314872486,0.0080787310015724,65,0.193727962011069,0.00636333511995424,0.00827181710865744,93,0.0115623895832499,1.31587143318816,152.179547116474,0.190196000154869,0.328897988472925,-0.124967245646769,0.190714399877993,0.513266383831254,0.566148127057861
"hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]",0.191210355478184,0.0055107788128426,0.196238352723335,0.00356428820315194,0.00740507954889172,65,0.187696163855229,0.00567847121671535,0.00781401499149201,93,0.0107654091149699,0.793484834331868,153.490605415806,0.428720327160289,0.532089561597826,-0.127344699743277,0.192406720051356,0.509042790680651,0.566148127057861
"yesM; two-component system, sensor histidine kinase YesM [EC:2.7.13.3]",0.16530830310633,0.00593318445001554,0.174831207605822,0.00445886397471866,0.00828238536312843,65,0.158652509638943,0.00628104235184978,0.00821815610735379,93,0.0116677331606529,1.38661878396731,150.544521516475,0.167607964696878,0.328897988472925,-0.123390146062042,0.19276327712855,0.523038618995081,0.566148127057861
"ABC.MS.S; multiple sugar transport system substrate-binding protein",0.165264536537488,0.00593315814834812,0.174785701762872,0.00445410647007981,0.00827796562715169,65,0.158609958691789,0.00628430752566464,0.00822029191699997,93,0.0116661010678375,1.38655948350026,150.589059531453,0.167625417474874,0.328897988472925,-0.123345219713953,0.192812043833029,0.523294692441787,0.566148127057861
"agrC, blpH, fsrC; two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]",0.165264536537488,0.00593315814834812,0.174785701762872,0.00445410647007981,0.00827796562715169,65,0.158609958691789,0.00628430752566464,0.00822029191699997,93,0.0116661010678375,1.38655948350026,150.589059531453,0.167625417474874,0.328897988472925,-0.123345219713953,0.192812043833029,0.523294692441787,0.566148127057861
"E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]",0.165220769968646,0.00593329563410172,0.174740195919922,0.0044496181670675,0.00827379381594265,65,0.158567407744636,0.00628790946793677,0.00822264736947663,93,0.011664801493017,1.38646064272652,150.633265667265,0.167654919166293,0.328897988472925,-0.123300274208362,0.192861401544298,0.523552036597,0.566148127057861
"ssb; single-strand DNA-binding protein",0.15657528478862,0.00434417258114748,0.162172486009048,0.00223208072234845,0.00586000882428904,65,0.152663262430256,0.00349806473489927,0.00613299268709756,93,0.00848252926436081,1.12103634216097,153.158888720904,0.264027031732064,0.328897988472925,-0.126228962802035,0.190732392634224,0.509068196542203,0.566148127057861
"ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"ABC.SS.P; simple sugar transport system permease protein",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"acpP; acyl carrier protein",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"ccdA; cytochrome c-type biogenesis protein",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"crcB, FEX; fluoride exporter",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase [EC:4.3.1.17]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"GLPF; glycerol uptake facilitator protein",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"msrAB; peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"PDF, def; peptide deformylase [EC:3.5.1.88]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"PTS-Man-EIID, manZ; PTS system, mannose-specific IID component",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"rnj; ribonuclease J [EC:3.1.-.-]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"rsuA; 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"rtpR; ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"secA; preprotein translocase subunit SecA",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"secY; preprotein translocase subunit SecY",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"trkA, ktrA; trk system potassium uptake protein",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"trkH, trkG, ktrB; trk system potassium uptake protein",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"trpB; tryptophan synthase beta chain [EC:4.2.1.20]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"znuA; zinc transport system substrate-binding protein",0.156531518219778,0.00434293728419557,0.162126980166098,0.00223052765111585,0.00585796978629686,65,0.152620711483103,0.00349627505175275,0.00613142360265468,93,0.00847998616817019,1.12102407886907,153.162716041852,0.264032191353133,0.328897988472925,-0.126181777172385,0.19077762799899,0.509326644740085,0.566148127057861
"E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]",0.156487751650936,0.00434192545618368,0.162081474323148,0.00222924378150978,0.00585628364895977,65,0.15257816053595,0.00349482213706351,0.00613014948077099,93,0.00847790014294049,1.1209513708547,153.166039242372,0.264063005280864,0.328897988472925,-0.126134570124355,0.190823536684143,0.509586603220429,0.566148127057861
"K07010; putative glutamine amidotransferase",0.156487751650936,0.00434192545618368,0.162081474323148,0.00222924378150978,0.00585628364895977,65,0.15257816053595,0.00349482213706351,0.00613014948077099,93,0.00847790014294049,1.1209513708547,153.166039242372,0.264063005280864,0.328897988472925,-0.126134570124355,0.190823536684143,0.509586603220429,0.566148127057861
"spxA; regulatory protein spx",0.156487751650936,0.00434192545618368,0.162081474323148,0.00222924378150978,0.00585628364895977,65,0.15257816053595,0.00349482213706351,0.00613014948077099,93,0.00847790014294049,1.1209513708547,153.166039242372,0.264063005280864,0.328897988472925,-0.126134570124355,0.190823536684143,0.509586603220429,0.566148127057861
"ABC.GLN1.P; putative glutamine transport system permease protein",0.156443985082094,0.00434113725336958,0.162035968480198,0.00222822911353025,0.00585495071716795,65,0.152535609588796,0.00349370599083155,0.00612917050539551,93,0.00847627152612961,1.12081814063116,153.168857338342,0.264119512677004,0.328897988472925,-0.126087341643304,0.19087011913661,0.509848070371584,0.566148127057861
"E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]",0.147798499902068,0.00529039187036493,0.149468258569325,0.00336381477392313,0.00719381654769527,65,0.146631464274416,0.005203091290728,0.00747978730846479,93,0.0103777750361899,0.273352841530635,152.880556345953,0.784950929082078,0.833845695890611,-0.129410313317543,0.197837873203951,0.513995669807187,0.566148127057861
"K07025; putative hydrolase of the HAD superfamily",0.147798499902068,0.00529039187036493,0.149468258569325,0.00336381477392313,0.00719381654769527,65,0.146631464274416,0.005203091290728,0.00747978730846479,93,0.0103777750361899,0.273352841530635,152.880556345953,0.784950929082078,0.833845695890611,-0.129410313317543,0.197837873203951,0.513995669807187,0.566148127057861
"pdtaS; two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]",0.147798499902068,0.00529039187036493,0.149468258569325,0.00336381477392313,0.00719381654769527,65,0.146631464274416,0.005203091290728,0.00747978730846479,93,0.0103777750361899,0.273352841530635,152.880556345953,0.784950929082078,0.833845695890611,-0.129410313317543,0.197837873203951,0.513995669807187,0.566148127057861
"pulA; pullulanase [EC:3.2.1.41]",0.147754733333227,0.00528857632060673,0.149422752726374,0.00336573533772331,0.0071958699027485,65,0.146588913327263,0.00519658351907739,0.0074751081691583,93,0.0103758269934448,0.273119376499001,152.840853303024,0.785130142193131,0.833845695890611,-0.129360627012377,0.197881279121891,0.514249212216561,0.566148127057861
"K07491; putative transposase",0.130498166141398,0.0065817373844566,0.140583317519734,0.00564443506733345,0.00931866205924224,65,0.123449404425357,0.00763154365076081,0.00905867590478684,93,0.012996040617139,1.31839485572102,149.338341526853,0.189389953999968,0.328897988472925,-0.120833331231539,0.200900936468521,0.548408481178698,0.566148127057861
"ABC.X4.A; putative ABC transport system ATP-binding protein",0.12180891439253,0.00389212676294082,0.127970101765911,0.00188151040983434,0.00538017787786347,65,0.117502708163824,0.00273009577970879,0.00541810562826338,93,0.00763558659151153,1.3708696085935,151.348543485747,0.172445086363001,0.328897988472925,-0.124312555298867,0.19125438721642,0.516657676226422,0.566148127057861
"ABC.X4.P; putative ABC transport system permease protein",0.12180891439253,0.00389212676294082,0.127970101765911,0.00188151040983434,0.00538017787786347,65,0.117502708163824,0.00273009577970879,0.00541810562826338,93,0.00763558659151153,1.3708696085935,151.348543485747,0.172445086363001,0.328897988472925,-0.124312555298867,0.19125438721642,0.516657676226422,0.566148127057861
"yesN; two-component system, response regulator YesN",0.12180891439253,0.00389212676294082,0.127970101765911,0.00188151040983434,0.00538017787786347,65,0.117502708163824,0.00273009577970879,0.00541810562826338,93,0.00763558659151153,1.3708696085935,151.348543485747,0.172445086363001,0.328897988472925,-0.124312555298867,0.19125438721642,0.516657676226422,0.566148127057861
"ABC.FEV.S; iron complex transport system substrate-binding protein",0.121765147823688,0.0038917308424145,0.127924595922961,0.00187870973950345,0.00537617212908883,65,0.11746015721667,0.00273123884977243,0.00541923976909791,93,0.00763356970470329,1.37084471762179,151.39835107669,0.172452164848481,0.328897988472925,-0.124251683956873,0.191317685188244,0.517001250639202,0.566148127057861
"ABC.X4.S; putative ABC transport system substrate-binding protein",0.121765147823688,0.0038917308424145,0.127924595922961,0.00187870973950345,0.00537617212908883,65,0.11746015721667,0.00273123884977243,0.00541923976909791,93,0.00763356970470329,1.37084471762179,151.39835107669,0.172452164848481,0.328897988472925,-0.124251683956873,0.191317685188244,0.517001250639202,0.566148127057861
"comE; two-component system, LytTR family, response regulator ComE",0.121765147823688,0.0038917308424145,0.127924595922961,0.00187870973950345,0.00537617212908883,65,0.11746015721667,0.00273123884977243,0.00541923976909791,93,0.00763356970470329,1.37084471762179,151.39835107669,0.172452164848481,0.328897988472925,-0.124251683956873,0.191317685188244,0.517001250639202,0.566148127057861
"comX1_2; competence protein ComX",0.121765147823688,0.0038917308424145,0.127924595922961,0.00187870973950345,0.00537617212908883,65,0.11746015721667,0.00273123884977243,0.00541923976909791,93,0.00763356970470329,1.37084471762179,151.39835107669,0.172452164848481,0.328897988472925,-0.124251683956873,0.191317685188244,0.517001250639202,0.566148127057861
