"description","Overall Mean","Overall SE","Tumor Mean","Tumor Var","Tumor SE","Tumor Ng","Non-Tumor Mean","Non-Tumor Var","Non-Tumor SE","Non-Tumor Ng","SEpooled","t","df","p.x","fdr_p.x","Est","SE","p.y","fdr_p.y"
"K07487; transposase",0.102132935553803,0.0134123013592409,0.128303840786872,0.0323330518680059,0.0223031739265982,65,0.0838414426489698,0.0251890909686374,0.0164575344606348,93,0.0277179004926974,1.6041041113347,126.5665365596,0.111183628932101,0.144165774621603,1.35904955386913,0.653194759400293,0.0391034439881062,0.0584520055878762
"recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]",0.101721378539576,0.00941409610956958,0.123458393205449,0.0143094016416857,0.0148372720080653,65,0.0865288414075143,0.0133745343529504,0.0119921723363014,93,0.0190776528426552,1.93574922987198,134.885983621434,0.0549903646639449,0.0845519649581624,1.12873993505892,0.563767552531555,0.0470030710662712,0.0601269895646095
"ABC.CD.A; putative ABC transport system ATP-binding protein",0.100416200650859,0.00929476044361008,0.123344722543058,0.0142813862391632,0.0148227404500202,65,0.0843908896509353,0.0127281567034678,0.0116987990852603,93,0.0188832077382513,2.0628821878189,132.736675633476,0.0410733687277413,0.0845519649581624,1.18479523182228,0.570954189405753,0.0396177980955804,0.0584520055878762
"relE, stbE; mRNA interferase RelE/StbE",0.0976379202913074,0.00996072313426099,0.123296947328193,0.0168606955546894,0.0161057541340352,65,0.0797041917171403,0.0142321968829482,0.0123707063292871,93,0.0203083650575682,2.14654185541179,130.253391673681,0.0336830563160845,0.0845519649581624,1.28156814658205,0.603504426071257,0.0352856205482011,0.0584520055878762
"ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]",0.091652955383282,0.00862204072875909,0.111794479494638,0.012260253223583,0.0137338734653708,65,0.0775755460581404,0.0110283932219081,0.0108896681930099,93,0.0175272403337395,1.95232864871643,133.156834667945,0.0529973737297309,0.0845519649581624,1.18427652667262,0.576609533490147,0.0416582722890246,0.0584520055878762
"ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",0.091652955383282,0.00862204072875909,0.111794479494638,0.012260253223583,0.0137338734653708,65,0.0775755460581404,0.0110283932219081,0.0108896681930099,93,0.0175272403337395,1.95232864871643,133.156834667945,0.0529973737297309,0.0845519649581624,1.18427652667262,0.576609533490147,0.0416582722890246,0.0584520055878762
"ABC.PA.S; polar amino acid transport system substrate-binding protein",0.0915311391672276,0.00889354015227665,0.109281972648969,0.0124778890597286,0.0138552345341328,65,0.0791246426477312,0.012267950184022,0.0114853577584221,93,0.0179966932194437,1.67571506795789,137.132011686718,0.0960726497576369,0.131462243086501,1.01276385914254,0.518617690402263,0.0526313679990788,0.0649102714006586
"SPP; sucrose-6-phosphatase [EC:3.1.3.24]",0.0904964235462902,0.00948431970002987,0.103701244725778,0.0123804747368658,0.0138010449642637,65,0.0812672474530997,0.0154320812074486,0.012881628665248,93,0.0188786969670835,1.18832339497761,146.655739317601,0.23662681054606,0.276922766930442,0.875756123654854,0.520494491397836,0.0944633937575345,0.113779180212337
"pepD; dipeptidase D [EC:3.4.13.-]",0.0852296036253591,0.00832786131600151,0.1059386350318,0.0116933090492897,0.0134125710546772,65,0.070755549416556,0.0100505004620695,0.0103956672436938,93,0.0169695892625123,2.0733021330674,131.082235601444,0.0401024496912649,0.0845519649581624,1.26377465533501,0.601809709016418,0.0373417038656866,0.0584520055878762
"bigA; putative surface-exposed virulence protein",0.0846694005594072,0.00978528619227679,0.109072751556847,0.016910304452761,0.0161294305554312,65,0.0676132950235622,0.0133390932486759,0.0119762728008682,93,0.0200895405682483,2.06373343344704,127.139127117173,0.0410774431541114,0.0845519649581624,1.34274958494383,0.600088275422662,0.0266645837581267,0.0584520055878762
"K06867; uncharacterized protein",0.0817063484430423,0.0107298410873927,0.102643072629497,0.0206931531955238,0.0178425391412786,65,0.0670731541191758,0.0161210182199279,0.0131660275685079,93,0.0221743203941579,1.6041041113347,126.5665365596,0.111183628932101,0.144165774621603,1.35904955386915,0.653194763400521,0.0391034451720067,0.0584520055878762
"patB, malY; cystathione beta-lyase [EC:4.4.1.8]",0.0812947914288155,0.00766468806314054,0.0977976250480747,0.00932522034622807,0.0119776846011034,65,0.0697605528777203,0.00902608747382946,0.00985163458618272,93,0.0155086953810816,1.80782918752506,136.443177098568,0.0728357844524844,0.101575947426971,1.04317277810731,0.542148273199148,0.0561566956941196,0.0689145164420892
"sigH; RNA polymerase sporulation-specific sigma factor",0.0812947914288155,0.00766468806314054,0.0977976250480747,0.00932522034622807,0.0119776846011034,65,0.0697605528777203,0.00902608747382946,0.00985163458618272,93,0.0155086953810816,1.80782918752506,136.443177098568,0.0728357844524844,0.101575947426971,1.04317277810731,0.542148273199148,0.0561566956941196,0.0689145164420892
"waaF, rfaF; heptosyltransferase II [EC:2.4.-.-]",0.0799896135400986,0.00750185870049586,0.0976839543856836,0.00930743665681892,0.0119662581111152,65,0.0676226011211414,0.00832368167955223,0.00946054721163487,93,0.0152542874866512,1.9706822289044,132.892630247545,0.0508385674211268,0.0845519649581624,1.11729989679075,0.546148319651911,0.0424574016673569,0.0584520055878762
"afuA, fbpA; iron(III) transport system substrate-binding protein",0.0786844356513818,0.00743089864723634,0.0975702837232926,0.00929133269994327,0.0119559014716218,65,0.0654846493645624,0.00799685920002058,0.00927295709757975,93,0.0151304763088504,2.12059645075166,131.144544603524,0.0358385529351362,0.0845519649581624,1.19827824791866,0.55696496380687,0.0329802407702699,0.0584520055878762
"PTS-Ntr-EIIA, ptsN; PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]",0.0763445421417275,0.00714571750168048,0.0918758851377109,0.00811887393192001,0.0111761242297484,65,0.0654893024133519,0.00783021637294187,0.00917583102382937,93,0.0144603467377736,1.82475449606139,136.283970278385,0.0702281214321485,0.0983829968420926,1.095985202546,0.539641906239056,0.043958204206999,0.0584520055878762
"uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]",0.0763445421417275,0.00714571750168048,0.0918758851377109,0.00811887393192001,0.0111761242297484,65,0.0654893024133519,0.00783021637294187,0.00917583102382937,93,0.0144603467377736,1.82475449606139,136.283970278385,0.0702281214321485,0.0983829968420926,1.095985202546,0.539641906239056,0.043958204206999,0.0584520055878762
"K01436; amidohydrolase [EC:3.5.1.-]",0.0761766175596094,0.00735694164849506,0.0920554512476277,0.00860705236550475,0.0115072233939615,65,0.0650785079927149,0.00830347481361128,0.00944905685320895,93,0.0148896227505505,1.81179494651169,136.296967493018,0.0722194532273851,0.100944026714435,1.059962308166,0.556734988657118,0.0587656756657164,0.0719521441465467
"hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]",0.0735662617821757,0.00710147377687344,0.0918281099228456,0.0085709144643,0.0114830406481773,65,0.0608026044795569,0.00723503499473249,0.00882020834290083,93,0.0144795130353154,2.1427174634684,130.255189646544,0.0339953568966951,0.0845519649581624,1.22267254026854,0.573725495346231,0.0346470200222671,0.0584520055878762
"cysK; cysteine synthase A [EC:2.5.1.47]",0.0722610838934588,0.007120322627891,0.0917144392604546,0.00855536511249787,0.0114726196542349,65,0.058664652722978,0.00726419005741147,0.00883796189796045,93,0.014482077621686,2.28211637866011,130.522936529943,0.0241006746833333,0.0845519649581624,1.316813938203,0.596428528637071,0.0287154025067616,0.0584520055878762
"AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"ABC.SS.P; simple sugar transport system permease protein",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"alr; alanine racemase [EC:5.1.1.1]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"chrA; chromate transporter",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"E4.2.1.46, rfbB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"exbB; biopolymer transport protein ExbB",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"exbD; biopolymer transport protein ExbD",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"fldA, nifF, isiB; flavodoxin I",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"fusA, GFM, EFG; elongation factor G",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"K07010; putative glutamine amidotransferase",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"K08303; putative protease [EC:3.4.-.-]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"ldhA; D-lactate dehydrogenase [EC:1.1.1.28]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"mreB; rod shape-determining protein MreB and related proteins",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"relA; GTP pyrophosphokinase [EC:2.7.6.5]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"TC.LIVCS; branched-chain amino acid:cation transporter, LIVCS family",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"TC.NSS; neurotransmitter:Na+ symporter, NSS family",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"thiJ; protein deglycase [EC:3.5.1.124]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"tonB; periplasmic protein TonB",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"trkA, ktrA; trk system potassium uptake protein",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"trkH, trkG, ktrB; trk system potassium uptake protein",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]",0.0712263682725214,0.00654403195787447,0.086133711337264,0.00687268637143374,0.0102826862484273,65,0.0608072575283465,0.00649900266665729,0.00835953043560712,93,0.013251995532275,1.91114264619508,135.40764360813,0.0580995717174114,0.0845519649581624,1.1151648235298,0.553370784848388,0.0455987586928655,0.0584520055878762
"afuB, fbpB; iron(III) transport system permease protein",0.0699211903838046,0.00645180161515568,0.0860200406748729,0.00685503947681435,0.010269476412999,65,0.0586693057717675,0.00614375196781645,0.00812784406323755,93,0.0130967169517192,2.08836573348369,132.99076368469,0.0386718181897206,0.0845519649581624,1.19781386775674,0.564729039847727,0.0354990104881396,0.0584520055878762
