"description","Overall Mean","Overall SE","Tumor Mean","Tumor Var","Tumor SE","Tumor Ng","Non-Tumor Mean","Non-Tumor Var","Non-Tumor SE","Non-Tumor Ng","SEpooled","t","df","p.x","fdr_p.x","Est","SE","p.y","fdr_p.y"
"H(+)-transporting two-sector ATPase",6.63016033755274,0.620590928298877,6.13909743589744,47.6462090615385,0.856165054733458,65,6.97337634408602,70.4089661237338,0.870106693023591,93,1.22069826664545,-0.683444001670647,151.814962048914,0.495368073420685,0.54515944924709,-0.127421791695799,0.192337520310715,0.508634457403163,0.560449384357577
"[Formate-C-acetyltransferase]-activating enzyme",6.62889451476793,0.620588188110528,6.1380717948718,47.6497616683761,0.856196972919523,65,6.97194265232975,70.405860788946,0.870087505109576,93,1.22070697670832,-0.68310485101553,151.812003446819,0.495581756109112,0.54515944924709,-0.127383256538022,0.192373222813238,0.508841028711983,0.560449384357577
"Transketolase",6.20647377938517,0.584235798441144,5.76146153846154,36.7650409188579,0.752074473796496,65,6.51750384024578,66.2199636493307,0.843826178715306,93,1.13033562892689,-0.668865319676779,155.324374178304,0.504574281076257,0.54515944924709,-0.123300274208362,0.192861401211666,0.523552035881722,0.560449384357577
"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"6-carboxytetrahydropterin synthase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"6-pyruvoyltetrahydropterin synthase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"7-carboxy-7-deazaguanine synthase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"7-cyano-7-deazaguanine synthase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Adenylate cyclase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Agmatine deiminase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Aminopyrimidine aminohydrolase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Arginine decarboxylase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Aspartate--ammonia ligase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Carboxynorspermidine decarboxylase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Cephalosporin-C deacetylase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Dolichyl-phosphate beta-D-mannosyltransferase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Fe(3+)-transporting ATPase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Glucan 1,6-alpha-glucosidase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Glycerone kinase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Hydroxymethylpyrimidine kinase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Lysine decarboxylase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"N-carbamoylputrescine amidase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Nucleoside-diphosphate kinase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Phosphomethylpyrimidine kinase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"PreQ(1) synthase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Pyroglutamyl-peptidase I",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Ribitol-5-phosphate 2-dehydrogenase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Saccharopine dehydrogenase (NAD(+), L-lysine-forming)",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Spermidine synthase",5.75987341772152,0.565651696978753,5.35503846153846,31.5467184555288,0.69665926397706,65,6.04282258064516,64.1291841339411,0.830398169386106,93,1.08392585069499,-0.634530598809603,155.994833559386,0.526664086162843,0.54515944924709,-0.120833331231535,0.200900935051594,0.548408478361305,0.560449384357577
"Uracil phosphoribosyltransferase",5.44535021097046,0.505898495147804,5.0457641025641,30.4670462837607,0.684634054791999,65,5.72463082437276,47.6212814528077,0.715581434789316,93,0.990343667014673,-0.685486002909533,153.103756378886,0.494073889362859,0.54515944924709,-0.126228969675319,0.19073516478469,0.509074322175694,0.560449384357577
"(R)-2-methylmalate dehydratase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"16S rRNA pseudouridine(516) synthase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"3-isopropylmalate dehydratase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"3-oxoacyl-[acyl-carrier-protein] reductase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Acetolactate synthase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Anthranilate synthase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Carbamoyl-phosphate synthase (glutamine-hydrolyzing)",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"D-alanine--poly(phosphoribitol) ligase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Dihydrofolate synthase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"DNA-(apurinic or apyrimidinic site) lyase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"DNA topoisomerase (ATP-hydrolyzing)",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Exodeoxyribonuclease VII",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Glucose-1-phosphate adenylyltransferase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Glycerol-3-phosphate 1-O-acyltransferase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Glycine--tRNA ligase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"GTP diphosphokinase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Iron-chelate-transporting ATPase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"L-serine ammonia-lyase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Peptide-methionine (R)-S-oxide reductase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Peptide-methionine (S)-S-oxide reductase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Peptide deformylase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Phenylalanine--tRNA ligase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Phosphoribosylanthranilate isomerase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Protein-serine/threonine phosphatase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Purine-nucleoside phosphorylase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Pyruvate dehydrogenase (acetyl-transferring)",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
"Ribonucleoside-diphosphate reductase",5.44408438818565,0.505901750658529,5.04473846153846,30.4691544461538,0.684657740954209,65,5.72319713261649,47.620933377383,0.715578819605943,93,0.99035815204256,-0.685063953559368,153.102152164409,0.494339429512341,0.54515944924709,-0.126181784068494,0.190780405079471,0.50933277766116,0.560449384357577
