"description","Overall Mean","Overall SE","Tumor Mean","Tumor Var","Tumor SE","Tumor Ng","Non-Tumor Mean","Non-Tumor Var","Non-Tumor SE","Non-Tumor Ng","SEpooled","t","df","p.x","fdr_p.x","Est","SE","p.y","fdr_p.y"
"acpP; acyl carrier protein",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"dnaC; DNA replication protein DnaC",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"K02483; two-component system, OmpR family, response regulator",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"modA; molybdate transport system substrate-binding protein",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"purL, PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"thrC; threonine synthase [EC:4.2.3.1]",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]",1.57594936708861,0.469439712614438,1.93846153846154,33.3086538461538,0.715849724734435,65,1.32258064516129,36.0904628330996,0.622952239605114,93,0.948952222839166,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309766516789,0.609776380096858,0.531597256001154,0.5316010843638
"ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"ABC.FEV.P; iron complex transport system permease protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"ABC.FEV.S; iron complex transport system substrate-binding protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:3.6.3.21]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"assT; arylsulfate sulfotransferase [EC:2.8.2.22]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"ATPF0B, atpF; F-type H+-transporting ATPase subunit b",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"bdhAB; butanol dehydrogenase [EC:1.1.1.-]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"comEA; competence protein ComEA",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"copA, ATP7; Cu+-exporting ATPase [EC:3.6.3.54]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"dnaJ; molecular chaperone DnaJ",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"dsbA; thiol:disulfide interchange protein DsbA",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"exbD; biopolymer transport protein ExbD",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"fdoH, fdsB; formate dehydrogenase iron-sulfur subunit",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"flgE; flagellar hook protein FlgE",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"flgG; flagellar basal-body rod protein FlgG",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"fliC; flagellin",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"fliNY, fliN; flagellar motor switch protein FliN/FliY",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"fliY; cystine transport system substrate-binding protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"gph; phosphoglycolate phosphatase [EC:3.1.3.18]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"gspG; general secretion pathway protein G",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"hemN, hemZ; oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"iadA; beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"K06882; uncharacterized protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"K07043; uncharacterized protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"K07090; uncharacterized protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"K07133; uncharacterized protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"K07318; adenine-specific DNA-methyltransferase [EC:2.1.1.72]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"K09943; uncharacterized protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"larC; pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"lemA; LemA protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"leuA, IMS; 2-isopropylmalate synthase [EC:2.3.3.13]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"metQ; D-methionine transport system substrate-binding protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"modB; molybdate transport system permease protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"modE; molybdate transport system regulatory protein",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"moeA; molybdopterin molybdotransferase [EC:2.10.1.1]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"motB; chemotaxis protein MotB",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"mreB; rod shape-determining protein MreB and related proteins",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"napG; ferredoxin-type protein NapG",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"napH; ferredoxin-type protein NapH",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"pel; pectate lyase [EC:4.2.2.2]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"pepE; dipeptidase E [EC:3.4.13.21]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"pglB; undecaprenyl-diphosphooligosaccharide---protein glycotransferase [EC:2.4.99.19]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"pglH; GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase [EC:2.4.1.292]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"pilT; twitching motility protein PilT",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
"rarD; chloramphenicol-sensitive protein RarD",1.05063291139241,0.312959808409626,1.29230769230769,14.8038461538462,0.477233149822957,65,0.881720430107527,16.0402057035998,0.415301493070076,93,0.632634815226111,0.649011487066859,141.275297089855,0.51738462437196,0.51738462437196,0.382309773910518,0.609771426604093,0.531593918139812,0.5316010843638
